"","id","nombre","tipo","administracao_direta","institucion_padre_id","sigla","codigo","activa","data_criacao_lei","data_ativacao","data_inativacao","data_edicao","natureza_juridica_id","justificativa_inativacao_id","justificativa_outros","sigla_nome","nome","nome_home","grupo_ativo","situacao"
"193",1107,"Universidade Federal de Lavras","orgao",0,549,"UFLA","463",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFLA - Universidade Federal de Lavras","Universidade Federal de Lavras","UFLA - Universidade Federal de Lavras (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"194",1080,"Universidade Federal de Minas Gerais","orgao",0,549,"UFMG","423",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFMG - Universidade Federal de Minas Gerais","Universidade Federal de Minas Gerais","UFMG - Universidade Federal de Minas Gerais (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"195",1075,"Universidade Federal de Pernambuco","orgao",0,549,"UFPE","418",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFPE - Universidade Federal de Pernambuco","Universidade Federal de Pernambuco","UFPE - Universidade Federal de Pernambuco (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"196",1374,"Universidade Federal de Rondonópolis","orgao",0,549,"UFR","226373",1,"2022-09-19","2022-09-19",NA,NA,37,NA,NA,"UFR - Universidade Federal de Rondonópolis","Universidade Federal de Rondonópolis","UFR - Universidade Federal de Rondonópolis (desde 19/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"197",1086,"Universidade Federal de Santa Catarina","orgao",0,549,"UFSC","429",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFSC - Universidade Federal de Santa Catarina","Universidade Federal de Santa Catarina","UFSC - Universidade Federal de Santa Catarina (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"198",1088,"Universidade Federal de Santa Maria","orgao",0,549,"UFSM","431",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFSM - Universidade Federal de Santa Maria","Universidade Federal de Santa Maria","UFSM - Universidade Federal de Santa Maria (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"199",1108,"Universidade Federal de São Paulo","orgao",0,549,"UNIFESP","464",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UNIFESP - Universidade Federal de São Paulo","Universidade Federal de São Paulo","UNIFESP - Universidade Federal de São Paulo (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"200",1116,"Universidade Federal de Uberlândia","orgao",0,549,"UFU","472",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFU - Universidade Federal de Uberlândia","Universidade Federal de Uberlândia","UFU - Universidade Federal de Uberlândia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"201",1373,"Universidade Federal do Agreste de Pernambuco","orgao",0,549,"UFAPE","227868",1,"2022-09-20","2022-09-20",NA,NA,37,NA,NA,"UFAPE - Universidade Federal do Agreste de Pernambuco","Universidade Federal do Agreste de Pernambuco","UFAPE - Universidade Federal do Agreste de Pernambuco (desde 20/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"202",1294,"Universidade Federal do Cariri ","orgao",0,549,"UFCA","122391",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFCA - Universidade Federal do Cariri ","Universidade Federal do Cariri ","UFCA - Universidade Federal do Cariri  (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"203",1073,"Universidade Federal do Ceará","orgao",0,549,"UFC","416",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFC - Universidade Federal do Ceará","Universidade Federal do Ceará","UFC - Universidade Federal do Ceará (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"204",1379,"Universidade Federal do Delta do Parnaíba","orgao",0,549,"UFDPar","227867",1,"2022-10-10","2022-10-10",NA,NA,41,NA,NA,"UFDPar - Universidade Federal do Delta do Parnaíba","Universidade Federal do Delta do Parnaíba","UFDPar - Universidade Federal do Delta do Parnaíba (desde 10/10/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"205",1082,"Universidade Federal do Espírito Santo","orgao",0,549,"UFES","425",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFES - Universidade Federal do Espírito Santo","Universidade Federal do Espírito Santo","UFES - Universidade Federal do Espírito Santo (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"206",1058,"Universidade Federal do Estado do Rio de Janeiro","orgao",0,549,"UNIRIO","260",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UNIRIO - Universidade Federal do Estado do Rio de Janeiro","Universidade Federal do Estado do Rio de Janeiro","UNIRIO - Universidade Federal do Estado do Rio de Janeiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"207",1293,"Universidade Federal do Oeste da Bahia","orgao",0,549,"UFOB","122386",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFOB - Universidade Federal do Oeste da Bahia","Universidade Federal do Oeste da Bahia","UFOB - Universidade Federal do Oeste da Bahia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"208",1270,"Universidade Federal do Oeste do Pará","orgao",0,549,"UFOPA","104667",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFOPA - Universidade Federal do Oeste do Pará","Universidade Federal do Oeste do Pará","UFOPA - Universidade Federal do Oeste do Pará (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"209",1072,"Universidade Federal do Pará","orgao",0,549,"UFPA","415",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFPA - Universidade Federal do Pará","Universidade Federal do Pará","UFPA - Universidade Federal do Pará (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"210",1085,"Universidade Federal do Paraná","orgao",0,549,"UFPR","428",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFPR - Universidade Federal do Paraná","Universidade Federal do Paraná","UFPR - Universidade Federal do Paraná (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"211",1221,"Universidade Federal do Recôncavo da Bahia","orgao",0,549,"UFRB","84710",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRB - Universidade Federal do Recôncavo da Bahia","Universidade Federal do Recôncavo da Bahia","UFRB - Universidade Federal do Recôncavo da Bahia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"212",1083,"Universidade Federal do Rio de Janeiro","orgao",0,549,"UFRJ","426",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRJ - Universidade Federal do Rio de Janeiro","Universidade Federal do Rio de Janeiro","UFRJ - Universidade Federal do Rio de Janeiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"213",1074,"Universidade Federal do Rio Grande do Norte","orgao",0,549,"UFRN","417",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRN - Universidade Federal do Rio Grande do Norte","Universidade Federal do Rio Grande do Norte","UFRN - Universidade Federal do Rio Grande do Norte (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"214",1087,"Universidade Federal do Rio Grande do Sul","orgao",0,549,"UFRGS","430",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRGS - Universidade Federal do Rio Grande do Sul","Universidade Federal do Rio Grande do Sul","UFRGS - Universidade Federal do Rio Grande do Sul (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"215",1291,"Universidade Federal do Sul da Bahia","orgao",0,549,"UFSB","122378",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFSB - Universidade Federal do Sul da Bahia","Universidade Federal do Sul da Bahia","UFSB - Universidade Federal do Sul da Bahia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"216",1292,"Universidade Federal do Sul e Sudeste do Pará","orgao",0,549,"UNIFESSPA","122381",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UNIFESSPA - Universidade Federal do Sul e Sudeste do Pará","Universidade Federal do Sul e Sudeste do Pará","UNIFESSPA - Universidade Federal do Sul e Sudeste do Pará (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"217",1103,"Universidade Federal do Triângulo Mineiro","orgao",0,549,"UFTM","459",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFTM - Universidade Federal do Triângulo Mineiro","Universidade Federal do Triângulo Mineiro","UFTM - Universidade Federal do Triângulo Mineiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"218",1104,"Universidade Federal dos Vales do Jequitinhonha e Mucuri","orgao",0,549,"UFVJM","460",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFVJM - Universidade Federal dos Vales do Jequitinhonha e Mucuri","Universidade Federal dos Vales do Jequitinhonha e Mucuri","UFVJM - Universidade Federal dos Vales do Jequitinhonha e Mucuri (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"219",1084,"Universidade Federal Fluminense","orgao",0,549,"UFF","427",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFF - Universidade Federal Fluminense","Universidade Federal Fluminense","UFF - Universidade Federal Fluminense (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"220",1101,"Universidade Federal Rural da Amazônia","orgao",0,549,"UFRA","457",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRA - Universidade Federal Rural da Amazônia","Universidade Federal Rural da Amazônia","UFRA - Universidade Federal Rural da Amazônia (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"221",1090,"Universidade Federal Rural de Pernambuco","orgao",0,549,"UFRPE","433",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRPE - Universidade Federal Rural de Pernambuco","Universidade Federal Rural de Pernambuco","UFRPE - Universidade Federal Rural de Pernambuco (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"222",1089,"Universidade Federal Rural do Rio de Janeiro","orgao",0,549,"UFRRJ","432",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFRRJ - Universidade Federal Rural do Rio de Janeiro","Universidade Federal Rural do Rio de Janeiro","UFRRJ - Universidade Federal Rural do Rio de Janeiro (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"223",1102,"Universidade Federal Rural do Semi-Árido","orgao",0,549,"UFERSA-RN","458",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UFERSA-RN - Universidade Federal Rural do Semi-Árido","Universidade Federal Rural do Semi-Árido","UFERSA-RN - Universidade Federal Rural do Semi-Árido (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"224",1098,"Universidade Tecnológica Federal do Paraná","orgao",0,549,"UTFPR","454",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"UTFPR - Universidade Tecnológica Federal do Paraná","Universidade Tecnológica Federal do Paraná","UTFPR - Universidade Tecnológica Federal do Paraná (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
"225",638,"Vice-Presidência da República","orgao",1,NA,"VPR","1408",1,"1900-01-01","2022-09-16",NA,NA,NA,NA,NA,"VPR - Vice-Presidência da República","Vice-Presidência da República","VPR - Vice-Presidência da República (desde 16/09/2022) - Ativo","Órgãos/Entidades ativos","ativo"
